ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
281946,m,8/7/1986,65.16,up board,2007,63,up board,4450,2,B.Tech/B.E.,electronics & instrumentation eng,62.02,4450,0,Uttar Pradesh,2011,495,535,544,0.694479328,-1,366,-1,-1,-1,313,-1,-0.1082,1.1248,-1.3599,-0.5253,0.3444,150000
404256,f,12/29/1989,69.2,0,2007,87.4,0,3666,2,B.Tech/B.E.,electronics and communication engineering,76.9,3666,0,Andhra Pradesh,2011,415,435,415,-1,285,-1,-1,-1,-1,-1,-1,-1.308,-1.1196,-3.0639,-0.3612,-0.6692,115000
308793,m,2/8/1991,82.4,cbse,2008,82.2,cbse,5904,2,B.Tech/B.E.,computer engineering,76.6,5904,0,Uttar Pradesh,2012,515,485,585,0.670743151,455,-1,-1,-1,-1,-1,-1,0.2009,-0.4353,0.2366,-0.7603,-0.6035,360000
107796,m,1/9/1989,67,gujarat board,2006,62,gujarat board,984,2,B.Tech/B.E.,mechanical engineering,72,984,0,Gujarat,2010,385,455,495,0.535862819,-1,-1,-1,393,-1,-1,-1,-1.4992,-0.2793,-0.344,-0.8778,-0.1295,1200000
1084021,f,1/4/1991,79.5,state board,2008,76,cbse,1572,2,B.Tech/B.E.,computer science & engineering,76,1572,0,Assam,2013,475,570,595,0.356536488,505,-1,346,-1,-1,-1,-1,-1.0208,0.5454,0.6248,1.1601,0.4805,300000
333394,m,9/7/1989,87,mp board,2006,83,mp board,6434,2,B.Tech/B.E.,computer engineering,73.8,6434,0,Uttarakhand,2012,425,465,625,0.563267824,425,-1,-1,-1,-1,-1,-1,-1.6538,-0.2012,0.0552,1.70743,-0.1295,415000
820418,m,9/9/1992,94,cbse,2010,84.4,cbse,11127,1,B.Tech/B.E.,information technology,77.5,11127,0,Punjab,2014,640,610,590,0.998876108,615,-1,653,-1,-1,-1,-1,0.2718,0.5454,-0.4511,-1.3753,0.0973,400000
50626,m,5/30/1987,69,"bseb,patna",2004,62,"bciec,patna",5399,2,B.Tech/B.E.,information technology,80,5399,0,Bihar,2009,545,545,725,0.884122512,535,-1,-1,-1,-1,-1,-1,-0.4173,0.0328,-1.2148,1.0024,0.3444,180000
676743,f,3/29/1991,71.6,cbse,2009,69,cbse,547,2,B.Tech/B.E.,computer science & engineering,68.72,547,0,Madhya Pradesh,2013,755,645,705,0.952245573,585,-1,-1,-1,-1,-1,-1,0.5591,-0.6201,0.4711,-1.1218,-0.0943,400000
839602,m,7/15/1991,78.16,state board,2008,73.2,state board,7738,2,B.Tech/B.E.,computer science & engineering,76.54,7738,0,Uttar Pradesh,2012,380,570,650,0.842248322,575,-1,469,-1,-1,-1,-1,0.4155,-0.4536,0.4711,-1.2486,-0.0943,525000
1035913,m,1/16/1991,66.46,state board,2009,62.81,state board,2570,2,B.Tech/B.E.,computer engineering,61.51,2570,0,Maharashtra,2013,430,340,370,0.842248322,515,-1,469,-1,-1,-1,-1,1.5644,-0.1206,0.01,0.5262,0.6721,110000
389425,m,9/18/1989,80.4,cbse,2008,81.8,cbse,29,2,B.Tech/B.E.,computer engineering,71.6,29,1,Delhi,2012,645,635,665,0.864685413,525,-1,-1,-1,-1,-1,-1,0.2782,-0.4353,-0.7794,-0.4371,-0.9194,380000
507132,m,1/1/1986,70.1,"bseb,patna",2005,52,"biec,patna",1995,2,B.Tech/B.E.,industrial & production engineering,58.59,1995,1,Maharashtra,2012,405,410,355,0.607034038,295,-1,-1,409,-1,-1,-1,-0.7264,0.0328,-0.3803,1.8249,0.0284,170000
640533,m,8/29/1992,88.4,cbse,2009,91,cbse,1622,2,B.Tech/B.E.,computer engineering,70.35,1622,0,Madhya Pradesh,2013,590,595,680,0.843123727,515,-1,-1,-1,-1,-1,-1,0.4155,1.2114,0.3174,-0.7415,0.6721,400000
955684,m,4/15/1992,52,state board,2010,65.8,state board,105,2,B.Tech/B.E.,electronics and communication engineering,64.8,105,0,Uttar Pradesh,2014,250,315,220,0.976292561,375,484,-1,-1,-1,-1,-1,-1.5953,-0.2871,1.547,1.0333,-1.0524,200000
624804,m,5/19/1989,56,cbse,2006,58,cbse,4233,2,MCA,computer application,78,4233,0,Tamil Nadu,2013,710,500,470,0.930370607,565,-1,-1,-1,-1,-1,-1,0.1282,0.0459,0.7785,2.1743,-0.6692,345000
337764,m,7/26/1988,68.67,0,2006,59.66,0,3076,2,MCA,computer application,66,3076,0,Tamil Nadu,2012,575,445,485,0.377551419,375,-1,-1,-1,-1,-1,-1,-3.3539,-3.8284,-2.4485,2.29493,-3.763,220000
64118,f,5/25/1988,75,0,2005,56,0,2198,2,B.Tech/B.E.,computer engineering,72,2198,0,Maharashtra,2010,365,485,435,0.308400583,355,-1,-1,-1,-1,-1,-1,0.51,-0.2793,1.2525,-0.6428,0.5024,200000
294700,f,8/15/1989,89.88,0,2007,95.4,0,1027,2,B.Tech/B.E.,electronics and communication engineering,80.8,1027,1,Telangana,2011,555,475,635,0.694479328,-1,366,-1,-1,-1,420,-1,0.3555,-0.2793,-0.6343,-0.2902,-0.2875,525000
785378,m,12/20/1993,70,cbse,2010,70,cbse,11630,2,B.Tech/B.E.,information technology,70,11630,0,Uttar Pradesh,2014,405,390,325,0.450876584,395,-1,-1,-1,-1,-1,-1,0.5591,-0.2871,1.3933,2.0475,-0.0943,170000
991636,m,3/19/1991,75,cbse,2009,60.13,cbse,13344,2,B.Tech/B.E.,electronics and communication engineering,67.57,13344,0,Uttar Pradesh,2014,525,460,390,0.783303537,-1,388,-1,-1,-1,292,-1,1.5644,0.0459,0.01,0.2727,0.8637,180000
1233201,m,12/24/1991,70.14,icse,2010,50,state board,5818,2,B.Tech/B.E.,computer science & engineering,70,5818,0,Orissa,2014,700,570,475,0.842248322,515,-1,469,-1,-1,-1,-1,0.1282,0.7119,0.01,0.0192,0.0973,85000
960922,m,6/10/1991,81.4,state board,2010,91.25,state board,526,2,B.Tech/B.E.,electronics and electrical engineering,75,526,0,Tamil Nadu,2014,395,390,280,0.336185066,-1,292,-1,-1,366,-1,-1,-1.0208,-0.7866,-0.9122,0.0192,-2.7769,150000
287134,m,7/30/1988,62,cbse,2006,61,cbse,3449,2,B.Tech/B.E.,computer science & engineering,73.94,3449,0,Madhya Pradesh,2011,575,355,605,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,-0.1988,0.0623,-0.1295,400000
279508,m,10/31/1989,75.2,cbse,2006,60.2,cbse,72,2,B.Tech/B.E.,information technology,69.54,72,0,Uttar Pradesh,2011,555,645,515,0.704090412,465,-1,-1,-1,-1,-1,-1,-1.3447,0.3448,-0.7794,-0.6428,-0.1295,325000
533540,m,11/15/1990,77,cbse,2008,71,cbse,1982,2,B.Tech/B.E.,computer engineering,72.34,1982,0,Uttar Pradesh,2012,465,555,650,0.765673581,485,-1,-1,-1,-1,-1,-1,1.3215,1.5928,1.3977,-1.1422,0.1864,360000
1064536,m,7/8/1992,68.3,state board,2009,86,state board,1242,2,B.Tech/B.E.,information technology,75.6,1242,0,Telangana,2013,500,505,585,0.622642916,415,-1,407,-1,-1,-1,-1,0.8463,0.0459,0.7785,0.653,1.4386,330000
1279942,m,6/23/1992,80,state board,2009,80.6,state board,16196,2,B.Tech/B.E.,computer science & engineering,71.9,16196,0,Kerala,2014,420,545,495,0.842248322,415,-1,469,-1,-1,-1,-1,1.2772,0.0459,0.9322,-1.6289,0.8637,300000
246986,f,12/30/1988,83.33,icse,2007,81.16,icse,6570,2,B.Tech/B.E.,electronics and electrical engineering,78.5,6570,0,Orissa,2011,535,585,525,0.229481755,405,266,-1,-1,-1,-1,-1,1.1283,0.6568,-1.3599,-0.9953,0.3444,550000
334275,m,8/8/1990,81,0,2007,77.7,0,1622,2,B.Tech/B.E.,information technology,76,1622,0,Madhya Pradesh,2012,345,485,454,0.450876584,395,-1,-1,-1,-1,-1,-1,-1.6924,-0.2793,-0.7794,0.53233,-1.2354,420000
297452,m,12/15/1989,61,0,2007,77,0,3918,2,B.Tech/B.E.,information technology,66,3918,1,Karnataka,2011,464,535,225,0.450876584,395,233,-1,260,-1,-1,260,0.0464,0.3448,0.672,0.7673,-0.1295,60000
340628,m,4/5/1989,77.8,icse,2007,74,cbse,14169,2,B.Tech/B.E.,computer science & engineering,67.3,14169,0,Uttar Pradesh,2012,554,595,544,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.5719,-0.2012,-0.3803,0.29733,-0.4455,300000
635283,m,3/24/1990,64.53,state board,2007,75,state board,4053,2,MCA,computer application,74.33,4053,0,Maharashtra,2013,435,515,325,0.842248322,485,-1,469,-1,-1,-1,-1,1.4208,1.2114,-0.6048,-1.5021,1.247,180000
334988,f,3/9/1992,75,state board,2008,71.8,state board,9035,2,B.Tech/B.E.,computer science & engineering,75.5,9035,0,Uttar Pradesh,2013,585,475,505,0.670743151,455,-1,-1,-1,-1,-1,-1,0.8192,0.2668,-0.2714,0.64983,-0.2875,325000
947956,m,11/9/1989,79.6,cbse,2008,50.4,state board,12834,2,B.Tech/B.E.,computer engineering,58.1,12834,0,Gujarat,2014,640,520,390,0.953899775,435,-1,530,-1,-1,-1,-1,-0.8772,-0.4536,-0.9122,0.653,-1.244,180000
1251363,m,2/25/1992,85.83,state board,2010,74.5,state board,8946,2,B.Tech/B.E.,information technology,75,8946,1,Telangana,2014,475,570,535,0.953899775,535,-1,530,-1,-1,-1,-1,-0.159,0.5454,0.9322,-1.1218,0.0973,340000
337919,f,1/7/1991,91,0,2008,91,0,3076,2,B.Tech/B.E.,electronics and instrumentation engineering,81,3076,0,Tamil Nadu,2012,375,405,385,0.694479328,425,366,-1,-1,-1,-1,-1,0.0464,0.1498,-2.2308,-0.87777,0.0284,360000
563037,m,6/14/1988,82.8,cbse,2007,78.4,cbse,66,2,B.Tech/B.E.,electrical engineering,69.68,66,0,Uttar Pradesh,2011,485,525,650,0.229481755,-1,266,-1,-1,-1,-1,-1,-1.1644,0.3789,0.7785,0.7798,0.2889,110000
639820,m,2/15/1991,64,state board,2009,61,state board,2812,2,B.Tech/B.E.,electronics and communication engineering,67,2812,0,Rajasthan,2013,380,450,445,0.538386893,355,333,346,-1,-1,-1,-1,0.4155,0.3789,0.7785,-1.5021,1.0554,200000
529581,m,10/1/1991,71.67,state board,2008,56.6,state board,11942,2,B.Tech/B.E.,computer science & engineering,62.1,11942,0,Uttar Pradesh,2012,310,440,575,0.635978756,445,-1,-1,-1,-1,-1,-1,0.0464,0.9688,0.672,-0.7603,0.4234,210000
117081,m,8/23/1989,90.6,0,2006,91.3,0,4554,2,B.Tech/B.E.,computer engineering,78.56,4554,0,Tamil Nadu,2010,485,495,535,0.563267824,425,-1,-1,-1,-1,-1,-1,0.9737,0.8128,0.2366,0.8848,-0.1295,450000
1136423,m,3/16/1992,86,state board,2010,78,state board,10333,2,B.Tech/B.E.,electrical engineering,71,10333,1,Karnataka,2014,535,375,560,0.966006923,305,-1,253,-1,580,-1,-1,-0.3027,-0.9531,-0.9122,1.0333,-0.6692,400000
1088670,m,4/28/1990,78,icse,2008,77,cbse,2009,2,B.Tech/B.E.,electronics and communication engineering,83,2009,1,West Bengal,2013,710,590,605,0.112139438,415,228,-1,-1,-1,-1,-1,-0.7335,1.3779,0.6248,0.2727,-0.6692,265000
273690,m,9/1/1987,85,cbse,2006,63.6,cbse,4023,2,B.Tech/B.E.,information technology,64.94,4023,1,Karnataka,2011,555,435,544,0.635978756,445,-1,-1,-1,-1,-1,-1,1.1283,1.2808,0.5269,-0.9953,0.5024,515000
40838,m,2/14/1988,68.8,0,2005,61.6,0,400,1,B.Tech/B.E.,mechanical engineering,72,400,0,Madhya Pradesh,2010,435,505,635,0.535862819,375,-1,-1,393,-1,-1,-1,0.3555,-0.4353,0.8171,-1.3478,-0.1295,1300000
798620,m,10/28/1991,91,cbse,2010,87.2,cbse,13169,2,B.Tech/B.E.,electronics and communication engineering,87.9,13169,0,Uttar Pradesh,2015,440,425,560,0.338786347,335,292,-1,-1,446,-1,-1,-0.4463,1.2114,1.3933,-0.3612,0.0973,400000
520399,m,10/26/1991,69.2,cbse,2008,67.8,cbse,78,2,B.Tech/B.E.,computer engineering,74.6,78,0,Uttar Pradesh,2012,535,510,455,0.81941653,505,-1,-1,-1,-1,-1,-1,0.2009,-1.5273,-0.0537,-0.0552,-1.1169,450000
348114,f,6/29/1989,90,ssc,2008,87,board of intermediate,3666,2,B.Tech/B.E.,computer engineering,76,3666,0,Andhra Pradesh,2012,554,455,495,0.377551419,375,-1,-1,-1,-1,-1,-1,0.9737,0.9688,0.2366,2.765,-0.0167,335000
920246,m,1/1/1992,70.66,state board,2009,69.84,state board,55,2,B.Tech/B.E.,information technology,69,55,0,Uttar Pradesh,2014,310,410,695,0.144789889,465,-1,284,-1,-1,-1,-1,-1.1644,-1.2861,0.6248,1.0333,-1.6273,125000
78728,m,2/21/1986,53.6,up board,2002,61.2,up board,1920,2,B.Tech/B.E.,electronics & telecommunications,65.24,1920,0,Uttar Pradesh,2010,385,565,525,0.538386893,415,333,-1,-1,-1,-1,-1,-0.1082,1.4368,1.2525,-1.3478,1.2923,240000
289190,m,2/3/1993,71,up board,2008,58,up board,8170,2,B.Tech/B.E.,computer engineering,71,8170,0,Uttar Pradesh,2012,545,295,375,0.3423149,365,-1,-1,-1,-1,-1,-1,-0.7264,0.0328,0.5269,-1.1128,-0.2875,340000
58365,m,8/19/1988,92.1,ssc,2006,93.5,board of intermediate ap,495,2,B.Tech/B.E.,computer engineering,74.3,495,1,Telangana,2010,385,525,535,0.952245573,585,-1,-1,-1,-1,-1,-1,-1.0355,-0.7473,0.0914,0.6498,-0.6035,555000
99935,m,9/25/1987,74.4,central board of secondary education,2006,70.6,central board of secondary education,956,2,B.Tech/B.E.,electronics and communication engineering,62.93,956,1,Telangana,2010,605,475,555,0.694479328,455,366,-1,-1,-1,-1,-1,0.0464,-0.2793,-0.7794,0.0623,0.0284,300000
1281191,m,12/9/1991,75,cbse,2009,65,cbse,23,2,B.Tech/B.E.,information technology,63,23,0,Uttar Pradesh,2013,465,580,665,0.622642916,535,-1,407,-1,-1,-1,-1,1.2772,-0.2871,1.7007,-1.1218,-0.8608,105000
912934,m,5/27/1992,92,cbse,2010,91,cbse,1757,1,B.Tech/B.E.,mechanical engineering,8.58,1757,0,Tamil Nadu,2016,545,555,590,0.8295846,-1,-1,-1,469,-1,-1,-1,-0.0154,1.2114,0.01,0.1459,1.247,400000
434552,m,10/10/1989,89.8,0,2007,66.6,0,3054,2,B.Tech/B.E.,electronics and communication engineering,55.33,3054,0,Orissa,2012,555,205,435,-1,-1,-1,-1,-1,-1,-1,-1,-0.881,-0.2793,0.9623,1.1199,0.1864,300000
605881,m,1/3/1993,89.5,0,2009,88.6,0,13110,2,B.Tech/B.E.,information technology,75.9,13110,1,Telangana,2013,520,560,545,0.952245573,585,-1,-1,-1,-1,-1,-1,0.5591,0.8784,0.1637,-1.6289,0.0973,240000
827485,m,8/28/1990,78,cbse,2009,72,cbse,47,1,B.Tech/B.E.,computer science & engineering,71.34,47,1,Delhi,2014,535,460,620,0.744758354,495,-1,438,-1,-1,-1,-1,-0.3027,0.2124,-1.0659,0.2727,0.0973,350000
374150,m,6/13/1988,76.7,0,2006,61,0,1589,1,B.Tech/B.E.,mechanical engineering,65.2,1589,0,Assam,2012,475,375,545,0.958682017,-1,-1,-1,538,-1,-1,-1,-0.1082,1.4368,0.8171,-0.9953,0.7788,800000
626784,m,5/15/1991,72.67,state board,2008,68.2,state board,66,2,B.Tech/B.E.,computer engineering,72.95,66,0,Uttar Pradesh,2013,570,450,665,0.735795709,475,-1,-1,-1,-1,-1,-1,0.8463,0.7119,0.3174,-1.2486,0.8637,335000
1089343,f,12/11/1992,85.8,cbse,2010,78.2,cbse,14004,2,B.Tech/B.E.,electronics & telecommunications,83,14004,0,Himachal Pradesh,2014,560,555,475,0.783303537,435,388,-1,-1,-1,-1,-1,0.2718,0.5454,0.7785,-0.8682,1.6302,360000
1100533,m,3/3/1993,90.24,state board,2010,67.17,state board,3770,2,B.Tech/B.E.,computer science & engineering,68.65,3770,0,Karnataka,2014,430,435,405,0.3423149,365,-1,-1,-1,-1,-1,-1,0.99,-0.2871,0.01,0.9066,0.0973,400000
650400,m,10/8/1992,86,cbse,2010,70,cbse,11143,2,B.Tech/B.E.,computer science & engineering,84.1,11143,0,Madhya Pradesh,2014,545,485,470,0.704090412,465,-1,-1,-1,-1,-1,-1,1.1336,0.5454,0.4711,-1.3753,0.2889,320000
552307,m,2/2/1991,86,icse,2008,73,icse,121,1,B.Tech/B.E.,information technology,66.6,121,0,Gujarat,2013,745,640,825,0.994050872,675,-1,-1,-1,-1,-1,-1,-0.5899,1.2114,-0.6048,0.1459,0.4805,450000
1143383,m,7/6/1993,80.04,cbse,2011,56.04,cbse,11444,2,B.Tech/B.E.,computer science & engineering,60.48,11444,0,Rajasthan,2015,545,565,465,0.486747008,485,-1,376,-1,-1,-1,-1,1.1336,1.5444,0.4711,-1.2486,0.8637,120000
335166,m,7/5/1990,84.4,cbse,2008,76.6,cbse,198,2,B.Tech/B.E.,computer science & engineering,71.94,198,0,Uttar Pradesh,2013,435,515,425,0.413838256,385,-1,-1,-1,-1,-1,-1,0.0464,-0.3183,-0.7068,0.29733,0.3444,195000
218077,m,7/21/1991,71.17,up board,2007,72.4,up board,4501,2,B.Tech/B.E.,computer engineering,69.68,4501,0,Uttar Pradesh,2011,505,445,435,0.864685413,525,-1,-1,-1,-1,-1,-1,-1.3447,-0.4353,-0.1988,-0.0552,-1.7093,200000
800117,m,8/12/1993,70.06,state board,2010,65,state board,12515,2,B.Tech/B.E.,computer science & engineering,64.06,12515,1,Rajasthan,2014,335,400,280,0.04099931,495,-1,223,-1,-1,-1,-1,-2.7443,-2.4516,-3.0639,-0.4879,-3.5434,105000
262345,m,2/16/1990,91,cbse,2007,88,cbse,2,1,B.Tech/B.E.,electronics and communication engineering,70.68,2,1,Delhi,2011,735,535,625,0.995265706,475,533,-1,-1,-1,473,-1,-2.1175,-1.8393,-3.537,2.1774,-0.4455,375000
1087727,m,4/9/1992,78,cbse,2010,78,cbse,13594,1,B.Tech/B.E.,computer science & engineering,63.3,13594,0,Uttar Pradesh,2014,535,570,510,0.635978756,445,-1,-1,-1,-1,-1,-1,1.1336,0.5454,0.3174,-0.3612,-0.2859,610000
1237891,m,1/15/1993,84.4,cbse,2011,73.2,cbse,272,2,B.Tech/B.E.,computer science & engineering,70,272,0,Punjab,2015,570,410,535,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.0154,0.8784,0.01,-0.7415,-0.2859,250000
668682,m,5/20/1992,85,state board,2009,84.8,state board,12187,2,B.Tech/B.E.,computer science & engineering,75.9,12187,0,Tamil Nadu,2013,520,460,415,0.377551419,375,-1,-1,-1,-1,-1,-1,1.4208,0.3789,0.7785,0.9066,0.6721,155000
349723,f,1/1/1991,83.66,state board,2008,97.1,staae board,2929,2,B.Tech/B.E.,mechanical engineering,81.49,2929,0,Andhra Pradesh,2012,554,684,585,0.490636956,-1,-1,-1,383,-1,-1,-1,0.8578,0.8128,-1.5051,1.7662,-0.6035,320000
983779,f,9/15/1992,81.8,cbse,2010,71,cbse,387,2,B.Tech/B.E.,computer science & engineering,65.5,387,0,Uttar Pradesh,2015,405,625,390,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.0154,0.5454,1.547,-0.995,0.8637,240000
955152,m,10/26/1992,55.33,state board,2007,60.6,state board,44,2,MCA,computer application,77.78,44,0,Uttar Pradesh,2014,650,545,380,0.744758354,435,-1,438,-1,-1,-1,-1,0.7027,1.3779,-1.527,-1.5021,0.4805,240000
908925,f,11/9/1992,88.6,cbse,2010,90.67,state board,1114,2,B.Tech/B.E.,electronics and communication engineering,86.77,1114,0,Tamil Nadu,2014,730,670,735,0.783303537,445,388,-1,-1,-1,-1,-1,0.2718,0.5454,0.1637,1.1601,-0.4776,300000
975278,f,5/2/1993,79.52,state board,2012,57.5,state board,15922,2,B.Tech/B.E.,computer science & engineering,64.25,15922,1,Karnataka,2014,490,455,465,0.842248322,495,-1,469,-1,-1,-1,-1,-0.159,-0.2871,0.3174,-2.2627,1.247,120000
741590,m,4/14/1993,70.76,state board,2010,70.33,state board,474,2,B.Tech/B.E.,electronics & telecommunications,63.5,474,1,Maharashtra,2014,500,375,295,0.694479328,-1,366,-1,-1,393,206,-1,-0.7335,-0.2871,0.7785,2.0475,0.2889,335000
1088407,m,8/13/1992,90,state board,2009,94.5,state board,3693,2,B.Tech/B.E.,electronics and communication engineering,72.69,3693,0,Telangana,2013,490,455,450,0.338786347,-1,292,-1,-1,-1,-1,-1,0.8463,-0.2871,0.4711,-0.1076,0.4805,120000
78777,m,10/25/1987,66.5,up board allahabad,2003,64.4,up board allahabad,1920,2,B.Tech/B.E.,computer engineering,74.8,1920,0,Uttar Pradesh,2010,555,525,615,0.968237496,605,-1,-1,-1,-1,-1,-1,-0.5719,1.2808,0.2366,-0.8778,0.8183,750000
354749,m,6/24/1990,82.7,anglo indian,2008,81.42,state board,1263,2,B.Tech/B.E.,electronics and electrical engineering,65.41,1263,1,Tamil Nadu,2012,475,535,325,0.538386893,405,333,-1,-1,-1,-1,-1,0.0464,1.1248,-0.0537,-0.7015,-0.9194,140000
577525,m,11/10/1992,71.33,upboard,2007,54.8,cbse board,7376,2,B.Tech/B.E.,information technology,69.04,7376,0,Uttar Pradesh,2013,530,475,560,0.525922584,415,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,0.3174,1.1601,-0.8608,180000
681928,f,2/14/1992,85,cbse,2009,80.6,cbse,44,2,B.Tech/B.E.,computer science & engineering,71.06,44,0,Uttar Pradesh,2013,640,475,560,0.413838256,385,-1,-1,-1,-1,-1,-1,1.7081,1.3779,1.547,-2.5163,0.6721,290000
682507,m,1/7/1992,80,cbse,2009,82.6,cbse,2637,2,B.Tech/B.E.,electronics and communication engineering,70.03,2637,0,Haryana,2013,430,560,750,0.376059587,-1,300,-1,-1,-1,366,-1,-1.295,-0.2871,0.1357,0.1459,-1.359,320000
1104895,m,12/18/1992,76.8,state board,2010,65,state board,2952,2,B.Tech/B.E.,electronics & telecommunications,64.47,2952,1,Karnataka,2014,545,485,440,0.010995304,355,-1,-1,-1,-1,164,-1,-0.159,0.0459,0.3174,-0.1076,1.0554,100000
350952,m,2/15/1992,76.6,upboard,2009,72.2,up board,72,2,B.Tech/B.E.,mechanical engineering,78.84,72,0,Uttar Pradesh,2014,475,475,425,0.8295846,-1,-1,-1,469,-1,-1,-1,-0.6491,0.9688,-0.6343,0.2679,-0.6035,300000
687711,m,10/31/1990,83.2,cbse,2009,67,state board,7814,2,B.Tech/B.E.,computer science & engineering,70.7,7814,0,Orissa,2013,565,615,445,0.744758354,295,-1,438,-1,-1,-1,-1,-1.4517,0.2124,0.1637,-0.7415,-0.8608,300000
282011,f,6/25/1990,70.3,up board,2007,63.2,up board,4450,2,B.Tech/B.E.,mechanical engineering,66.6,4450,0,Uttar Pradesh,2011,375,435,485,0.840840969,-1,-1,-1,473,-1,-1,-1,-0.2628,0.8128,1.3977,1.0024,0.3444,550000
785143,m,1/20/1992,90.16,cbse,2010,82,cbse,11630,2,B.Tech/B.E.,electronics and communication engineering,80.1,11630,0,Uttar Pradesh,2014,570,595,750,0.783303537,465,388,-1,-1,-1,-1,-1,0.8463,1.0449,0.3174,0.2727,0.8637,300000
332141,m,12/27/1989,62,cbse,2006,58,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,59,10932,0,Uttar Pradesh,2012,475,375,325,0.229481755,-1,266,-1,-1,-1,260,-1,-0.2628,0.5008,0.2729,0.41483,0.3444,180000
133085,m,12/25/1988,66.4,cbse,2006,69.8,cbse,12,2,B.Tech/B.E.,electronics and communication engineering,66.33,12,1,Delhi,2010,595,545,575,0.910770164,545,433,-1,-1,-1,-1,-1,-0.4173,-0.7473,-2.2308,0.6498,0.0284,445000
811167,m,2/10/1992,95.2,cbse,2009,78.3,cbse,64,2,B.Tech/B.E.,mechanical engineering,73.52,64,0,Uttar Pradesh,2014,555,560,530,0.840840969,-1,-1,-1,473,-1,-1,-1,-1.0208,0.3789,-0.4511,0.0192,1.0554,270000
507959,m,8/18/1991,81.8,cbse,2009,75,cbse,12378,2,B.Tech/B.E.,computer engineering,60.56,12378,0,Maharashtra,2013,555,350,560,0.968237496,605,-1,-1,-1,-1,-1,-1,-1.4992,-0.7473,-1.6502,1.4724,-0.7615,240000
1297763,m,10/15/1989,57,state board,2008,63,state board,17205,2,B.Tech/B.E.,computer science & engineering,61.02,17205,0,Punjab,2012,350,290,495,0.486747008,415,-1,376,-1,-1,-1,-1,0.8463,-0.4536,-0.7585,-0.2344,1.0554,105000
192703,m,10/4/1989,84,ssc,2007,92,bie,5003,2,B.Tech/B.E.,computer engineering,77.2,5003,0,Andhra Pradesh,2011,475,405,695,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.0537,-1.2303,-0.9194,530000
214343,f,1/1/1991,80,cbse,2008,82.4,cbse,44,2,B.Tech/B.E.,information technology,74.27,44,0,Uttar Pradesh,2012,445,485,655,0.450876584,395,-1,-1,-1,-1,-1,-1,-1.9629,-0.7473,0.5269,0.7673,0.3444,350000
624732,f,10/11/1991,90,matriculation,2009,89,state board,6996,2,B.Tech/B.E.,computer science & engineering,72,6996,1,Tamil Nadu,2013,535,470,470,0.190153406,315,-1,-1,-1,-1,-1,-1,-0.3027,-0.6201,0.01,-1.5021,-1.0524,200000
925234,m,6/2/1992,89.2,cbse,2010,87.25,cbse,8195,1,B.Tech/B.E.,computer science & engineering,77.3,8195,1,Delhi,2014,580,555,705,-1,-1,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,0.7785,0.3995,0.0973,400000
1073144,f,11/10/1990,85.38,state board,2009,78,state board,6948,2,B.Tech/B.E.,computer science & engineering,82.1,6948,0,West Bengal,2013,580,420,655,0.486747008,475,-1,376,-1,-1,-1,-1,-0.5899,0.5454,-0.6048,0.5262,0.0973,335000
228148,f,9/16/1989,58,0,2007,59,0,23,2,B.Tech/B.E.,electronics and communication engineering,60.5,23,0,Uttar Pradesh,2011,425,435,365,0.0587928,-1,200,-1,-1,-1,-1,-1,0.51,0.3448,-0.6343,0.6498,0.8183,105000
597142,m,11/26/1993,80.4,cbse,2011,79,cbse,44,2,B.Tech/B.E.,information technology,63.12,44,0,Uttar Pradesh,2015,570,555,575,0.744758354,445,-1,438,-1,-1,-1,-1,0.5591,0.3789,-0.2974,-0.8682,-0.4776,340000
361671,m,10/11/1990,95.04,kseeb,2008,87,karnataka pu board,1384,2,B.Tech/B.E.,computer engineering,86.5,1384,0,Karnataka,2012,615,665,525,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.5719,0.5008,-0.9245,-0.4078,0.1864,530000
242078,m,2/13/1989,75.75,0,2007,74.4,0,6884,2,B.Tech/B.E.,electronics and communication engineering,80,6884,0,West Bengal,2011,495,495,554,0.538386893,-1,333,-1,-1,-1,366,-1,-2.1175,-0.5913,-0.344,0.7673,0.0284,480000
729568,f,5/19/1989,65.3,state board,2006,74,state board,222,2,MCA,computer application,89,222,0,Jharkhand,2013,505,555,715,0.953899775,585,-1,530,-1,-1,-1,-1,0.2718,0.3789,-0.4511,0.3995,0.6721,470000
